Código Interno,Regional,Escola,1º Simulado: Participação (%),1º Simulado: Nota,1º Teste de Redação: Participação (%),1º Teste de Redação: Nota,2º Teste de Redação: Participação (%),2º Teste de Redação: Nota,2º Simulado: Participação (%),2º Simulado: Nota,3º Teste de Redação: Participação (%),3º Teste de Redação: Nota,4º Teste de Redação: Participação (%),4º Teste de Redação: Nota,Objetivas - 1º Simulado: Participação (%),Objetivas - 1º Simulado: Acertos (%),Objetivas - 2º Simulado: Participação (%),Objetivas - 2º Simulado: Acertos (%)
26112,CENTRO SUL,CE PROFESSOR ARAGAO GOMES,"71,32%","197,94","58,82%","436,00","61,76%","435,71","61,76%","289,52","59,56%","438,02","63,24%","468,24","71,32%","24,51%","61,76%","20,77%"
26103,CENTRO SUL,CE PROFESSOR JOSE ANTONIO MAIA VINAGRE,"100,00%","299,74","100,00%","320,00","74,03%","461,75","71,43%","454,55","70,13%","564,44","74,03%","508,07","100,00%","20,58%","71,43%","22,66%"
26127,CENTRO SUL,CE RIBEIRO DE AVELAR,"94,85%","301,70","77,21%","449,91","71,33%","519,96","77,78%",----,"72,00%",----,"73,33%","521,45","94,85%","26,15%","77,78%","22,79%"
26110,CENTRO SUL,CE SACRA FAMILIA DO TINGUA,"73,08%","240,74","60,26%","394,55","69,23%","452,83","87,18%","297,14","71,79%","448,57","61,54%","364,26","73,08%","22,92%","87,18%","30,48%"
26104,CENTRO SUL,CE SENADOR PAULO FERNANDES,"80,65%","285,60","1,61%",----,"65,71%","341,67","20,34%","220,00","47,14%","438,58","38,57%",----,"80,65%","22,94%","20,34%","21,28%"
26140,CENTRO SUL,CE THEODORICO FONSECA,"98,94%","348,17","69,15%","458,15","79,79%","511,47","78,19%","418,23","65,43%","517,38","72,87%","512,94","98,94%","28,28%","78,19%","22,81%"
26116,CENTRO SUL,CE VERA CRUZ,"94,59%","292,94","81,08%","430,34","83,78%","450,32","81,08%","433,33","94,59%","412,57","78,38%","394,48","94,59%","22,34%","81,08%","22,89%"
26142,CENTRO SUL,CIA MONSENHOR TOMÁS TEJERINA DE PRADO,"97,92%","390,64","89,58%","438,14","87,50%","455,24","91,67%","421,82","89,58%","424,19","91,67%","485,45","97,92%","26,61%","91,67%","22,34%"
26119,CENTRO SUL,CIEP 152 GARRINCHA ALEGRIA DO POVO,"77,56%","193,92","65,85%","337,71","59,28%","424,50","68,14%","332,82","59,28%","393,66","64,71%","408,00","77,56%","22,61%","68,14%","21,19%"
26128,CENTRO SUL,CIEP 278  JOAQUIM OSORIO DUQUE ESTRADA,"69,64%","247,68","57,49%","390,61","53,44%","426,46","59,84%","320,51","52,29%","402,98","67,18%","445,96","69,64%","27,19%","59,84%","22,76%"
26105,CENTRO SUL,CIEP 286 MURILO PORTUGAL,"73,91%",----,"64,13%","444,06","43,75%","433,47","74,00%","341,88","56,25%","420,57","58,93%","463,64","73,91%","23,02%","74,00%","22,46%"
26106,CENTRO SUL,CIEP 287 ANGELINA TEIXEIRA NETTO SYM,"95,83%","233,04","75,00%","363,43","79,17%","456,22","75,00%","378,89","72,92%","428,57","85,42%","432,20","95,83%","23,61%","75,00%","20,87%"
26146,CENTRO SUL,CIEP 297 PADRE SALESIO SCHIMID,"82,25%","394,51","57,99%","481,65","76,71%","509,64","86,30%","463,39","62,56%","518,83","79,00%","527,91","82,25%","26,63%","86,30%","36,75%"
26130,CENTRO SUL,CIEP 298 MANUEL DUARTE,"78,95%","327,24","76,84%","419,66","53,70%",----,"65,35%","321,86","62,04%","489,71","54,63%","517,29","78,95%","27,63%","65,35%","27,10%"
26107,CENTRO SUL,CIEP 310 PROFESSORA ALICE AIEX,"51,35%","103,16","75,68%","308,57","81,08%","393,10","86,49%","348,00","83,78%","456,77","83,78%","443,87","51,35%","22,09%","86,49%","20,60%"
26117,CENTRO SUL,CIEP 494 ALEXANDRE CARVALHO CÍVICO MILITAR,"100,00%","475,19","85,19%","499,13","97,22%","499,05","96,30%","516,12","83,33%","521,33","79,63%","536,00","100,00%","32,32%","96,30%","25,86%"
26120,CENTRO SUL,CIEP 500 ANTONIO BOTELHO,"96,20%","350,00","97,47%","332,11","91,14%","552,11","91,14%","463,10","88,61%","517,10","91,14%","538,89","96,20%","25,46%","91,14%","21,27%"
26005,METROPOLITANA I,CE ABDIAS NASCIMENTO,"93,75%","214,33","71,53%","361,98","66,67%","411,49","61,11%","282,35","92,36%","256,84","63,19%","345,33","93,75%","17,30%","61,11%","20,29%"
26006,METROPOLITANA I,CE ALFREDO NEVES,"100,00%","337,82","99,16%","435,86","96,64%","571,13","91,60%","379,82","94,96%","538,76","93,28%","529,01","100,00%","23,59%","91,60%","22,69%"
25997,METROPOLITANA I,CE ALMIRANTE TAMANDARE,"98,16%","260,07","97,06%","301,69","99,26%","285,65","100,00%","254,96","100,00%","312,92","100,00%","277,35","98,16%","21,34%","100,00%","15,10%"
26007,METROPOLITANA I,CE AMBAÍ,"81,82%","245,56","81,82%","363,43","93,18%","366,32","97,73%","356,92","95,45%","402,86","93,18%","366,83","81,82%","21,93%","97,73%","19,67%"
26008,METROPOLITANA I,CE ANTONIO DA SILVA,"65,13%","205,31","56,12%","349,67","44,34%","397,04","30,95%","316,89","49,42%","370,19","26,10%","409,45","65,13%","23,26%","30,95%","20,08%"
25998,METROPOLITANA I,CE ARMANDO DIAS - BRASIL-ARGENTINA,"95,65%","296,36","78,26%","366,67","91,30%","426,67","91,30%","361,90","86,96%","376,00","91,30%","367,62","95,65%","25,96%","91,30%","21,65%"
26009,METROPOLITANA I,CE ARRUDA NEGREIROS,"84,75%","287,20","68,61%","377,52","58,74%","383,55","57,40%","350,10","60,99%","385,97","33,63%","454,59","84,75%","25,86%","57,40%","20,57%"
26010,METROPOLITANA I,CE BARAO DE TINGUA,"88,16%","153,73","63,82%","351,05","54,57%","417,45","63,96%","278,47","44,82%",----,"49,39%","415,83","88,16%","15,60%","63,96%","20,41%"
25999,METROPOLITANA I,CE BARÃO DO RIO BRANCO,"80,74%","246,09","65,16%","378,99","61,89%","389,53","61,89%","292,79","63,93%","410,58","68,44%","444,34","80,74%","22,70%","61,89%","19,92%"
26011,METROPOLITANA I,CE BERNARDINO MELO JUNIOR,"81,65%","379,84","77,85%","460,49","75,00%","502,20","84,49%","417,46","65,82%","495,53","61,08%","487,25","81,65%","28,41%","84,49%","21,76%"
26012,METROPOLITANA I,CE CALIFÓRNIA,"70,71%","296,09","67,50%","437,20","71,07%","324,62","66,07%","319,33","60,71%","443,83","63,93%","480,90","70,71%","24,58%","66,07%","19,70%"
26013,METROPOLITANA I,CE CAPITAO JOAQUIM QUARESMA DE OLIVEIRA,"75,00%","248,00","65,43%","385,04","49,47%","422,17","45,74%","256,71","52,66%","389,28","59,04%","383,06","75,00%","21,70%","45,74%","20,05%"
26014,METROPOLITANA I,CE COMENDADOR SOARES,"77,17%","244,26","98,63%","227,68","59,82%","447,44","51,14%","406,83","48,40%","436,50","44,29%","469,58","77,17%","20,68%","51,14%","20,12%"
26015,METROPOLITANA I,CE DOM ADRIANO HIPÓLITO,"54,58%","260,22","77,11%","433,17","39,65%","413,64","76,90%","316,27","60,64%","408,07","65,01%","452,73","54,58%","25,83%","76,90%","20,11%"
26086,METROPOLITANA I,CE DOM BOSCO,"82,29%","146,67","65,63%","390,97","69,79%","386,27","91,67%","221,15","65,63%","374,19","70,83%","445,37","82,29%","22,79%","91,67%","20,03%"
26087,METROPOLITANA I,CE DOM JOÃO VI,"65,40%","220,04","58,88%","326,52","63,05%","339,50","66,45%","267,45","72,32%","332,52","67,62%","390,22","65,40%","24,27%","66,45%","20,25%"
26016,METROPOLITANA I,CE DOM WALMOR,"62,29%","258,72","83,43%","230,89","63,49%","219,75","45,34%","266,86","37,30%","369,36","41,67%","382,85","62,29%","24,18%","45,34%","18,80%"
26017,METROPOLITANA I,CE DOS LÍRIOS,"80,89%","233,28","79,62%","372,68","73,89%","404,52","72,61%","326,07","78,34%","388,10","70,70%","388,62","80,89%","23,95%","72,61%","21,16%"
26018,METROPOLITANA I,CE DOUTOR MÁRIO GUIMARÃES,"89,58%","354,15","53,13%","358,78","86,46%","467,56","89,06%","360,00","89,06%","418,95","87,50%","453,57","89,58%","23,96%","89,06%","20,33%"
26019,METROPOLITANA I,CE ENGENHEIRO AREA LEAO,"91,86%","229,27","90,15%","245,14","68,64%","292,45","71,19%","303,41","55,08%","329,73","50,85%","426,18","91,86%","18,36%","71,19%","16,02%"
26000,METROPOLITANA I,CE ENGENHEIRO PEDREIRA,"79,68%","247,50","67,02%","387,48","54,99%","400,34","60,54%","309,23","53,42%","424,37","50,88%","426,95","79,68%","23,06%","60,54%","20,12%"
26020,METROPOLITANA I,CE FIGUEIRA,"87,95%","347,59","70,48%","438,94","72,89%","513,56","74,10%","442,39","67,47%","488,44","80,12%","506,55","87,95%","25,61%","74,10%","20,66%"
26021,METROPOLITANA I,CE FRANCISCO ASSUMPÇÃO,"32,77%","235,56","65,54%","398,51","66,75%","429,49","68,19%","364,84","62,89%","400,00","52,53%","411,38","32,77%","22,82%","68,19%","20,38%"
26022,METROPOLITANA I,CE JARDIM ALVORADA,"71,55%","279,18","59,00%","370,10","55,52%","444,31","54,31%","356,90","45,15%","375,11","48,16%","383,06","71,55%","24,14%","54,31%","20,47%"
26023,METROPOLITANA I,CE JARDIM MARILICE - BRASIL-URUGUAI,"100,00%","400,55","94,52%","453,73","87,67%","471,25","89,04%","433,75","76,71%","498,57","71,23%","522,31","100,00%","27,33%","89,04%","21,23%"
26001,METROPOLITANA I,CE JOAO SANTOS SOUTO,"76,79%","294,27","69,20%","387,02","72,77%","372,42","65,63%","337,53","68,30%","392,21","80,80%","379,11","76,79%","24,57%","65,63%","21,60%"
26024,METROPOLITANA I,CE JOSÉ BONIFÁCIO,"87,75%","165,62","65,69%","389,49","53,92%","445,09","59,31%","288,74","61,76%","418,88","46,57%","449,03","87,75%","21,57%","59,31%","19,69%"
26025,METROPOLITANA I,CE LEOPOLDO MACHADO,"94,71%","318,50","97,65%","339,39","74,12%","485,71","64,12%","458,89","78,24%","459,70","66,47%","486,07","94,71%","23,44%","64,12%","21,22%"
26026,METROPOLITANA I,CE MARECHAL JUAREZ TAVORA,"84,38%","133,93","79,38%","347,33","75,00%","368,28","63,75%","282,30","60,00%","345,38","53,75%","378,27","84,38%","21,74%","63,75%","20,68%"
26027,METROPOLITANA I,CE MARIA EMÍLIA AMARAL FONTOURA,"92,43%","268,30","70,52%","413,72","47,67%","440,63","86,38%","418,37","80,29%","506,61","81,00%","511,17","92,43%","22,62%","86,38%","18,73%"
26028,METROPOLITANA I,CE MARIA JUSTINIANO FERNANDES,"99,19%","332,23","100,00%","373,10","100,00%","391,87","100,00%","310,82","100,00%","370,49","100,00%","301,46","99,19%","22,81%","100,00%","12,78%"
26029,METROPOLITANA I,CE MILTON CAMPOS,"76,85%","330,84","73,40%","433,15","61,08%","461,97","67,00%","413,22","52,71%","468,30","48,28%","488,16","76,85%","25,46%","67,00%","22,14%"
26030,METROPOLITANA I,CE NATIVIDADE PATRICIO ANTUNES,"96,05%","252,05","56,58%","450,70","45,83%","453,06","66,32%","322,31","58,33%","427,14","36,46%","416,57","96,05%","19,71%","66,32%","20,88%"
26088,METROPOLITANA I,CE PREFEITO LUIZ GUIMARÃES,"71,03%","191,62","51,40%","308,93","51,01%","332,40","53,32%","250,49","43,62%","328,00","39,37%","352,96","71,03%","21,45%","53,32%","20,31%"
26031,METROPOLITANA I,CE PROFESSOR AMAZOR VIEIRA BORGES,"92,17%","364,62","82,21%","398,43","79,72%","470,59","83,27%","449,51","74,38%","481,15","77,58%","510,94","92,17%","21,59%","83,27%","22,92%"
26032,METROPOLITANA I,CE PROFESSORA EVANGELINA SOARES DE MOURA,"80,00%","253,97","67,50%","362,22","53,75%","439,02","57,50%","355,65","62,50%","386,12","63,75%","428,24","80,00%","23,47%","57,50%","20,57%"
26033,METROPOLITANA I,CE PROFESSORA MARIA HELENA AMARAL ALARCÃO,"77,78%","242,11","81,48%","296,36","85,19%","366,96","85,19%","339,05","62,96%","411,76","70,37%","351,11","77,78%","24,41%","85,19%","21,72%"
26034,METROPOLITANA I,CE PROFESSORA MARIA JOSÉ RAUNHEITTI DUCCINI,"96,53%","315,94","63,19%","415,56","65,82%","468,08","64,56%","376,33","53,80%","385,82","65,82%","410,38","96,53%","21,85%","64,56%","19,92%"
26035,METROPOLITANA I,CE PROFESSORA MARINA BENTO,"74,65%","271,02","67,61%","357,58","66,90%","419,68","62,32%","283,74","76,76%","420,28","76,41%","414,22","74,65%","22,79%","62,32%","19,75%"
26036,METROPOLITANA I,CE PROFESSORA VENINA CORREA TORRES,"99,18%","414,38","98,36%","473,81","97,95%","492,89","96,31%","432,14","93,44%","491,05","93,85%","484,07","99,18%","27,38%","96,31%","21,32%"
26089,METROPOLITANA I,CE RAYMUNDO CORRÊA,"73,16%","174,77","55,11%","394,39","60,33%","427,78","70,31%","324,65","59,38%","409,27","52,49%","423,53","73,16%","23,77%","70,31%","23,41%"
26037,METROPOLITANA I,CE SANTA RITA DE CÁSSIA,"78,89%","332,36","60,00%","420,38","64,95%","444,84","67,01%","391,38","63,92%","442,28","69,59%","448,59","78,89%","22,91%","67,01%","19,59%"
26038,METROPOLITANA I,CE SANTO ANTONIO DE PÁDUA,"58,43%","188,30","54,51%","339,84","46,67%","362,37","41,18%","328,48","58,82%","372,24","57,65%","403,54","58,43%","23,64%","41,18%","21,33%"
26090,METROPOLITANA I,CE SÃO CRISTÓVÃO,"96,02%","162,61","99,05%","284,09","99,43%","246,59","87,12%","286,42","69,13%","453,22","67,61%","435,35","96,02%","18,08%","87,12%","16,52%"
26039,METROPOLITANA I,CE SÃO FRANCISCO DE PAULA,"75,11%","188,64","24,44%","319,25","54,47%","356,51","60,00%","223,41","45,11%","403,02","48,51%","385,13","75,11%","22,39%","60,00%","18,89%"
26091,METROPOLITANA I,CE SAO JOAO,"89,30%","265,21","81,27%","391,73","62,28%","465,83","68,86%","374,57","68,56%","393,51","0,30%","160,00","89,30%","23,85%","68,86%","20,05%"
26040,METROPOLITANA I,CE SÃO JORGE,"92,47%","321,83","73,22%","407,25","66,95%","443,75","56,07%","394,77","66,11%","442,04","50,21%","491,09","92,47%","21,26%","56,07%","20,69%"
26041,METROPOLITANA I,CE SÃO JUDAS TADEU,"90,00%","204,91","67,37%","356,83","74,74%","418,00","66,84%","295,04","67,89%","422,33","51,58%","433,88","90,00%","23,06%","66,84%","20,11%"
26042,METROPOLITANA I,CE SARGENTO ANTÔNIO ERNESTO,"81,17%","273,40","71,55%","373,06","65,06%","410,19","70,08%","333,65","67,36%","377,00","61,30%","426,71","81,17%","23,83%","70,08%","20,32%"
26043,METROPOLITANA I,CE VEREADOR PERCY BATISTA CRISPIN,"78,64%","265,50","53,64%","371,07","68,42%","430,18","66,40%","437,55","67,61%","453,41","68,42%","458,57","78,64%","19,84%","66,40%","20,67%"
26044,METROPOLITANA I,CE VICENTINA GOULART,"76,82%","291,81","62,17%","357,91","58,09%","413,90","61,53%","342,79","60,89%","371,88","54,01%","377,44","76,82%","24,11%","61,53%","20,31%"
26045,METROPOLITANA I,CE YONNE MARIA SIQUEIRA DE ANDRADE,"94,94%","219,43","98,31%","334,00","85,20%","355,29","94,93%","331,11","64,35%","454,98","91,24%","339,59","94,94%","20,16%","94,93%","19,40%"
26046,METROPOLITANA I,CIEP 021 GENERAL OSÓRIO,"95,35%","208,05","97,09%","250,24","70,93%","390,92","72,09%","280,33","84,88%","393,06","77,91%","403,69","95,35%","20,44%","72,09%","20,42%"
26047,METROPOLITANA I,CIEP 025 GETULIO SALES RODRIGUES,"42,31%","180,00","34,62%","293,33","9,62%","264,00","57,69%","236,00","17,31%","280,00","28,85%","274,67","42,31%","20,30%","57,69%","19,23%"
26048,METROPOLITANA I,CIEP 026 SAO VICENTE DE PAULA - BRASIL-SUECIA,"91,09%","288,26","98,02%","362,45","100,00%","344,55","43,56%","341,82","100,00%","374,65","100,00%","323,17","91,09%","21,32%","43,56%","16,43%"
26049,METROPOLITANA I,CIEP 075 JARDIM CABUÇU,"77,10%","122,20","60,75%","291,63","49,46%","358,25","59,15%",----,"35,74%",----,"44,40%","332,28","77,10%","20,70%","59,15%","19,56%"
26050,METROPOLITANA I,CIEP 113 PROFESSOR WALDICK PEREIRA,"86,73%","222,40","62,24%","410,67","69,39%","402,94","66,33%","335,63","61,22%","404,67","66,33%","396,88","86,73%","22,48%","66,33%","20,28%"
26051,METROPOLITANA I,CIEP 117 CARLOS DRUMMOND DE ANDRADE BRASIL ESTADOS UNIDOS,"96,65%","541,19","93,30%","550,56","97,13%","582,97","95,22%","468,74","86,60%","607,51","84,69%","592,77","96,65%","32,67%","95,22%","22,63%"
26052,METROPOLITANA I,CIEP 119 AUSTIN,"29,73%",----,"46,68%","321,55","34,67%","334,09","9,02%","400,00","41,98%","282,23","31,52%","314,95","29,73%","21,96%","9,02%","19,19%"
26053,METROPOLITANA I,CIEP 134 VEREADOR JOSÉ LOPES DE ARAÚJO,"90,13%","141,40","57,40%","316,38","33,03%",----,"40,78%","207,20","38,07%","313,77","30,50%","375,94","90,13%","11,24%","40,78%","18,22%"
26054,METROPOLITANA I,CIEP 166 ABILIO AUGUSTO TAVORA,"63,00%","171,67","50,76%","361,96","41,90%","390,52","60,24%","319,26","49,54%","358,99","40,67%","407,13","63,00%","22,40%","60,24%","20,25%"
26055,METROPOLITANA I,CIEP 167 JARDIM PARAÍSO,"52,67%","256,44","65,02%","347,60","46,73%","374,99","58,54%",----,"56,54%","371,88","58,17%","408,71","52,67%","21,68%","58,54%","19,33%"
26056,METROPOLITANA I,CIEP 168 HILDA SILVEIRA RODRIGUES,"98,31%","219,11","8,72%","127,27","91,70%","226,42","67,55%","290,00","57,05%","309,02","92,32%","268,81","98,31%","19,62%","67,55%","20,20%"
26057,METROPOLITANA I,CIEP 172 NELSON RODRIGUES,"77,22%","150,08","48,89%","367,36","57,78%","365,00","57,22%","236,50","64,44%","359,31","58,89%","384,15","77,22%","24,03%","57,22%","20,18%"
26058,METROPOLITANA I,CIEP 188 MARIANO FLOR CAVALCANTE,"90,00%","196,44","98,00%","256,33","82,00%","463,00","84,00%","317,07","82,00%","386,00","82,00%","419,51","90,00%","25,46%","84,00%","20,88%"
26059,METROPOLITANA I,CIEP 196 SÃO TEODORO,"89,02%","301,37","75,61%","421,75","61,61%","411,42","94,83%","325,71","58,04%","438,47","50,00%","431,82","89,02%","23,64%","94,83%","20,68%"
26060,METROPOLITANA I,CIEP 200 PROFESSOR TERLI FIORAVANTE DA ROCHA,"84,52%","272,08","79,37%","407,27","73,41%","464,00","56,75%","377,65","67,86%","417,99","68,65%","440,00","84,52%","24,68%","56,75%","20,56%"
26002,METROPOLITANA I,CIEP 206 PROFESSORA CYRENE MORAES COSTA,"61,70%","125,29","51,06%","324,17","33,33%","320,85","65,00%","229,80","29,08%","364,88","34,04%","341,21","61,70%","20,77%","65,00%","18,97%"
26003,METROPOLITANA I,CIEP 207 GILSON AMADO,"78,54%","89,37","3,24%","37,14","94,94%","141,98","87,04%","58,43","86,44%","128,62","84,01%","134,47","78,54%","11,16%","87,04%","10,10%"
26061,METROPOLITANA I,CIEP 216 PREFEITO JUAREZ ANTUNES,"76,07%","221,25","46,63%","398,30","40,55%","406,82","37,04%",----,"64,52%","331,42","40,55%","412,73","76,07%","20,24%","37,04%","19,44%"
26062,METROPOLITANA I,CIEP 317 AURELIO BUARQUE DE HOLANDA,"82,32%","204,96","79,88%","330,76","47,19%","360,80","73,64%","266,64","61,04%","340,67","51,52%","394,39","82,32%","22,79%","73,64%","20,42%"
26063,METROPOLITANA I,CIEP 324 MAHATMA GANDHI,"85,07%","187,13","97,76%","317,51","92,44%","257,36","100,00%","293,24","90,70%","296,16","97,67%","279,29","85,07%","15,95%","100,00%","13,36%"
26064,METROPOLITANA I,CIEP 333 CACILDA BECKER,"54,37%","127,50","46,12%","347,46","43,66%","337,12","52,86%","215,54","35,45%","358,45","43,28%","341,03","54,37%","19,24%","52,86%","20,00%"
26065,METROPOLITANA I,CIEP 334 MOACYR JOSE PEREIRA GERK,"77,78%","118,10","68,52%","270,27","74,07%","351,00","66,67%","314,44","77,78%","343,81","68,52%","377,30","77,78%","23,50%","66,67%","20,62%"
26092,METROPOLITANA I,CIEP 335 PROFESSOR JOAQUIM DE FREITAS,"100,00%","240,63","100,00%","249,47","69,62%","349,09","81,01%","309,15","64,56%","388,24","70,89%","400,74","100,00%","20,97%","81,01%","20,28%"
26093,METROPOLITANA I,CIEP 341 SEBASTIÃO PEREIRA PORTES,"92,02%","314,67","95,71%","388,31","80,37%","480,31","90,18%","428,00","77,91%","537,95","76,07%","519,03","92,02%","23,00%","90,18%","21,54%"
26094,METROPOLITANA I,CIEP 344 ADONIRAN BARBOSA,"68,29%","128,00","58,54%","252,50","56,10%","273,64","69,51%","230,55","64,63%","313,08","50,00%","292,00","68,29%","20,69%","69,51%","19,20%"
26066,METROPOLITANA I,CIEP 345 Y-JUCA PIRAMA - BRASIL-SUECIA,"100,00%","384,00","100,00%","408,00","100,00%","544,00","100,00%","436,00","100,00%","496,00","100,00%","488,00","100,00%","27,04%","100,00%","22,61%"
26095,METROPOLITANA I,CIEP 346 BELARMINO ALFREDO DOS SANTOS,"69,33%","210,37","50,00%","343,45","29,00%","381,54","36,93%","364,49","24,91%","370,66","18,22%","429,20","69,33%","21,04%","36,93%","24,34%"
26067,METROPOLITANA I,CIEP 351 MINISTRO SALGADO FILHO,"50,00%","184,52","53,23%","308,75","77,69%","370,00","80,99%","265,05","72,73%","329,55","79,34%","330,11","50,00%","12,85%","80,99%","20,19%"
26068,METROPOLITANA I,CIEP 352 SENADOR SEVERO GOMES,"87,61%","126,82","23,45%","382,50","43,81%","413,62","49,56%","331,11","33,63%","341,05","31,42%","406,57","87,61%","14,07%","49,56%","20,03%"
26069,METROPOLITANA I,CIEP 354 MARTINS PENA,"68,56%","151,33","58,53%","290,34","61,54%","412,46","57,19%","218,10","57,53%","315,27","51,17%","384,90","68,56%","22,27%","57,19%","21,40%"
26096,METROPOLITANA I,CIEP 355 ROQUETE PINTO,"97,10%","224,10","98,13%","289,85","91,77%","361,00","85,57%","345,24","73,13%","419,15","66,73%","442,79","97,10%","18,03%","85,57%","20,48%"
26070,METROPOLITANA I,CIEP 356 AUGUSTO RUSCHI,"68,53%","165,07","52,28%","368,57","48,22%","376,74","62,44%","222,06","50,76%","384,17","49,75%","373,19","68,53%","22,80%","62,44%","19,66%"
26071,METROPOLITANA I,CIEP 358 ALBERTO PASQUALINI,"85,65%","330,46","67,46%","430,86","71,77%","457,99","69,38%","408,82","71,29%","441,89","63,64%","460,00","85,65%","24,83%","69,38%","20,97%"
26072,METROPOLITANA I,CIEP 359 CHARLES PERRAULT,"45,81%","156,10","68,16%","420,17","74,86%","433,94","73,18%","342,64","64,25%","387,02","73,74%","393,59","45,81%","22,25%","73,18%","20,32%"
26073,METROPOLITANA I,CIEP 365 ASA BRANCA,"65,38%","296,47","73,08%","305,26","61,54%","349,33","65,38%","244,71","57,69%","325,33","57,69%","370,67","65,38%","23,54%","65,38%","18,92%"
26074,METROPOLITANA I,CIEP 383 MAXIMO GORKI,"68,57%","100,14","50,00%","318,41","48,25%","342,74","13,24%",----,"32,68%",----,"46,30%","333,46","68,57%","20,20%","13,24%","19,81%"
26075,METROPOLITANA I,CIEP 387 HANS CRISTIAN ANDERSEN,"65,45%",----,"67,27%","341,34","40,00%","438,57","74,42%","358,67","47,14%",----,"50,00%","469,79","65,45%","21,48%","74,42%","20,65%"
26076,METROPOLITANA I,CIEP 390 CHAO DE ESTRELAS,"93,18%","192,23","95,13%","213,84","94,48%","249,52","99,03%","180,07","99,68%","196,73","99,68%","206,95","93,18%","18,29%","99,03%","11,74%"
26077,METROPOLITANA I,CIEP 394 VEREADOR CÂNDIDO AUGUSTO RIBEIRO NETO,"76,51%","236,02","64,06%","334,86","52,78%","373,54","62,61%","258,43","37,63%","344,46","51,26%","380,47","76,51%","19,90%","62,61%","18,74%"
26078,METROPOLITANA I,CIEP 395 LUIZ HENRIQUE REZENDE NOVAES,"100,00%","74,15","97,56%","230,27","65,85%","372,80","87,80%","132,22","65,85%","393,85","60,98%","424,00","100,00%","15,19%","87,80%","18,82%"
26097,METROPOLITANA I,CIEP 396 LUIZ PEIXOTO,"85,47%","187,22","97,21%","244,52","64,80%","359,30","69,27%","180,65","60,34%","389,81","54,19%","411,06","85,47%","17,13%","69,27%","19,65%"
26004,METROPOLITANA I,CIEP 402 APARICIO TORELLI,"96,95%","129,75","96,70%","142,32","87,36%","191,48","89,88%",----,"92,87%","146,49","91,49%","105,56","96,95%","13,43%","89,88%","6,35%"
